Time,Day,Event,Truck 1,Truck 2,Tank 1,Tank 2,Tank 3,Tank 4,Active Supply Tank,Waiting Tanks At C,Available Trucks At A,Available Trucks At C
37680,27,TRUCK_DEPARTED,DRIVING_TO_C|IN_TRANSIT_TO_C|Tank:1,DRIVING_TO_C|IN_TRANSIT_TO_C|Tank:2,IN_TRANSIT_TO_C|IN_TRANSIT_TO_C|Truck:1,IN_TRANSIT_TO_C|IN_TRANSIT_TO_C|Truck:2,EMPTY_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,4,,,
37770,27,TRUCK_ARRIVED,DRIVING_TO_C|IN_TRANSIT_TO_C|Tank:1,IDLE_AT_C|POINT_C|Tank:-,IN_TRANSIT_TO_C|IN_TRANSIT_TO_C|Truck:1,SUPPLYING|POINT_C|Truck:-,EMPTY_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,2,,,
37770,27,TRUCK_ARRIVED,IDLE_AT_C|POINT_C|Tank:-,IDLE_AT_C|POINT_C|Tank:-,WAITING_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,EMPTY_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,2,1,,1
37770,27,TRUCK_RETURN_DEPARTED,IDLE_AT_C|POINT_C|Tank:-,DRIVING_TO_A|IN_TRANSIT_TO_A|Tank:3,WAITING_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,IN_TRANSIT_TO_A|IN_TRANSIT_TO_A|Truck:2,SUPPLYING|POINT_C|Truck:-,2,1,,1
37830,27,TANK_EMPTY,IDLE_AT_C|POINT_C|Tank:-,DRIVING_TO_A|IN_TRANSIT_TO_A|Tank:3,WAITING_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,IN_TRANSIT_TO_A|IN_TRANSIT_TO_A|Truck:2,EMPTY_AT_C|POINT_C|Truck:-,2,1,,
37830,27,TRUCK_RETURN_DEPARTED,DRIVING_TO_A|IN_TRANSIT_TO_A|Tank:4,DRIVING_TO_A|IN_TRANSIT_TO_A|Tank:3,WAITING_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,IN_TRANSIT_TO_A|IN_TRANSIT_TO_A|Truck:2,IN_TRANSIT_TO_A|IN_TRANSIT_TO_A|Truck:1,2,1,,
37860,27,TRUCK_RETURN_ARRIVED,DRIVING_TO_A|IN_TRANSIT_TO_A|Tank:4,IDLE_AT_A|POINT_A|Tank:-,WAITING_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,EMPTY_AT_A|POINT_A|Truck:-,IN_TRANSIT_TO_A|IN_TRANSIT_TO_A|Truck:1,2,1,2,
37860,27,TANK_FILL_STARTED,DRIVING_TO_A|IN_TRANSIT_TO_A|Tank:4,IDLE_AT_A|POINT_A|Tank:-,WAITING_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,FILLING|POINT_A|Truck:-,IN_TRANSIT_TO_A|IN_TRANSIT_TO_A|Truck:1,2,1,2,
37920,27,TRUCK_RETURN_ARRIVED,IDLE_AT_A|POINT_A|Tank:-,IDLE_AT_A|POINT_A|Tank:-,WAITING_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,FILLING|POINT_A|Truck:-,EMPTY_AT_A|POINT_A|Truck:-,2,1,"2,1",
37920,27,TANK_FILL_STARTED,IDLE_AT_A|POINT_A|Tank:-,IDLE_AT_A|POINT_A|Tank:-,WAITING_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,FILLING|POINT_A|Truck:-,FILLING|POINT_A|Truck:-,2,1,"2,1",
37980,27,TANK_FILL_COMPLETED,IDLE_AT_A|POINT_A|Tank:-,IDLE_AT_A|POINT_A|Tank:-,WAITING_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,READY_AT_A|POINT_A|Truck:-,FILLING|POINT_A|Truck:-,2,1,"2,1",
38040,27,TANK_FILL_COMPLETED,IDLE_AT_A|POINT_A|Tank:-,IDLE_AT_A|POINT_A|Tank:-,WAITING_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,READY_AT_A|POINT_A|Truck:-,READY_AT_A|POINT_A|Truck:-,2,1,"2,1",
38100,27,DISPATCH_READY,IDLE_AT_A|POINT_A|Tank:-,IDLE_AT_A|POINT_A|Tank:-,WAITING_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,READY_AT_A|POINT_A|Truck:-,READY_AT_A|POINT_A|Truck:-,2,1,,
38100,27,TRUCK_DEPARTED,IDLE_AT_A|POINT_A|Tank:-,DRIVING_TO_C|IN_TRANSIT_TO_C|Tank:3,WAITING_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,IN_TRANSIT_TO_C|IN_TRANSIT_TO_C|Truck:2,READY_AT_A|POINT_A|Truck:-,2,1,,
38100,27,TRUCK_DEPARTED,DRIVING_TO_C|IN_TRANSIT_TO_C|Tank:4,DRIVING_TO_C|IN_TRANSIT_TO_C|Tank:3,WAITING_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,IN_TRANSIT_TO_C|IN_TRANSIT_TO_C|Truck:2,IN_TRANSIT_TO_C|IN_TRANSIT_TO_C|Truck:1,2,1,,
38190,27,SUPPLY_STARTED,DRIVING_TO_C|IN_TRANSIT_TO_C|Tank:4,DRIVING_TO_C|IN_TRANSIT_TO_C|Tank:3,SUPPLYING|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,IN_TRANSIT_TO_C|IN_TRANSIT_TO_C|Truck:2,IN_TRANSIT_TO_C|IN_TRANSIT_TO_C|Truck:1,1,,,
38190,27,TRUCK_ARRIVED,DRIVING_TO_C|IN_TRANSIT_TO_C|Tank:4,IDLE_AT_C|POINT_C|Tank:-,SUPPLYING|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,IN_TRANSIT_TO_C|IN_TRANSIT_TO_C|Truck:1,1,3,,2
38190,27,TRUCK_ARRIVED,IDLE_AT_C|POINT_C|Tank:-,IDLE_AT_C|POINT_C|Tank:-,SUPPLYING|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,1,"3,4",,"2,1"
38250,27,TANK_EMPTY,IDLE_AT_C|POINT_C|Tank:-,IDLE_AT_C|POINT_C|Tank:-,SUPPLYING|POINT_C|Truck:-,EMPTY_AT_C|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,1,"3,4",,"2,1"
38610,28,SUPPLY_STARTED,IDLE_AT_C|POINT_C|Tank:-,IDLE_AT_C|POINT_C|Tank:-,SUPPLYING|POINT_C|Truck:-,EMPTY_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,3,4,,"2,1"
38670,28,TANK_EMPTY,IDLE_AT_C|POINT_C|Tank:-,IDLE_AT_C|POINT_C|Tank:-,EMPTY_AT_C|POINT_C|Truck:-,EMPTY_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,3,4,,"2,1"
38880,28,WORKDAY_STARTED,IDLE_AT_C|POINT_C|Tank:-,IDLE_AT_C|POINT_C|Tank:-,EMPTY_AT_C|POINT_C|Truck:-,EMPTY_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,3,4,,
38880,28,TRUCK_RETURN_DEPARTED,IDLE_AT_C|POINT_C|Tank:-,DRIVING_TO_A|IN_TRANSIT_TO_A|Tank:2,EMPTY_AT_C|POINT_C|Truck:-,IN_TRANSIT_TO_A|IN_TRANSIT_TO_A|Truck:2,SUPPLYING|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,3,4,,
38880,28,TRUCK_RETURN_DEPARTED,DRIVING_TO_A|IN_TRANSIT_TO_A|Tank:1,DRIVING_TO_A|IN_TRANSIT_TO_A|Tank:2,IN_TRANSIT_TO_A|IN_TRANSIT_TO_A|Truck:1,IN_TRANSIT_TO_A|IN_TRANSIT_TO_A|Truck:2,SUPPLYING|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,3,4,,
38970,28,TRUCK_RETURN_ARRIVED,DRIVING_TO_A|IN_TRANSIT_TO_A|Tank:1,IDLE_AT_A|POINT_A|Tank:-,IN_TRANSIT_TO_A|IN_TRANSIT_TO_A|Truck:1,EMPTY_AT_A|POINT_A|Truck:-,SUPPLYING|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,3,4,2,
38970,28,TRUCK_RETURN_ARRIVED,IDLE_AT_A|POINT_A|Tank:-,IDLE_AT_A|POINT_A|Tank:-,EMPTY_AT_A|POINT_A|Truck:-,EMPTY_AT_A|POINT_A|Truck:-,SUPPLYING|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,3,4,"2,1",
38970,28,TANK_FILL_STARTED,IDLE_AT_A|POINT_A|Tank:-,IDLE_AT_A|POINT_A|Tank:-,EMPTY_AT_A|POINT_A|Truck:-,FILLING|POINT_A|Truck:-,SUPPLYING|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,3,4,"2,1",
38970,28,TANK_FILL_STARTED,IDLE_AT_A|POINT_A|Tank:-,IDLE_AT_A|POINT_A|Tank:-,FILLING|POINT_A|Truck:-,FILLING|POINT_A|Truck:-,SUPPLYING|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,3,4,"2,1",
39030,28,SUPPLY_STARTED,IDLE_AT_A|POINT_A|Tank:-,IDLE_AT_A|POINT_A|Tank:-,FILLING|POINT_A|Truck:-,FILLING|POINT_A|Truck:-,SUPPLYING|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,4,,"2,1",
39090,28,TANK_EMPTY,IDLE_AT_A|POINT_A|Tank:-,IDLE_AT_A|POINT_A|Tank:-,FILLING|POINT_A|Truck:-,FILLING|POINT_A|Truck:-,EMPTY_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,4,,"2,1",
39090,28,TANK_FILL_COMPLETED,IDLE_AT_A|POINT_A|Tank:-,IDLE_AT_A|POINT_A|Tank:-,FILLING|POINT_A|Truck:-,READY_AT_A|POINT_A|Truck:-,EMPTY_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,4,,"2,1",
39090,28,TANK_FILL_COMPLETED,IDLE_AT_A|POINT_A|Tank:-,IDLE_AT_A|POINT_A|Tank:-,READY_AT_A|POINT_A|Truck:-,READY_AT_A|POINT_A|Truck:-,EMPTY_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,4,,"2,1",
39360,28,DISPATCH_READY,IDLE_AT_A|POINT_A|Tank:-,IDLE_AT_A|POINT_A|Tank:-,READY_AT_A|POINT_A|Truck:-,READY_AT_A|POINT_A|Truck:-,EMPTY_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,4,,,
39360,28,TRUCK_DEPARTED,IDLE_AT_A|POINT_A|Tank:-,DRIVING_TO_C|IN_TRANSIT_TO_C|Tank:2,READY_AT_A|POINT_A|Truck:-,IN_TRANSIT_TO_C|IN_TRANSIT_TO_C|Truck:2,EMPTY_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,4,,,
39360,28,TRUCK_DEPARTED,DRIVING_TO_C|IN_TRANSIT_TO_C|Tank:1,DRIVING_TO_C|IN_TRANSIT_TO_C|Tank:2,IN_TRANSIT_TO_C|IN_TRANSIT_TO_C|Truck:1,IN_TRANSIT_TO_C|IN_TRANSIT_TO_C|Truck:2,EMPTY_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,4,,,
39450,28,TRUCK_ARRIVED,DRIVING_TO_C|IN_TRANSIT_TO_C|Tank:1,IDLE_AT_C|POINT_C|Tank:-,IN_TRANSIT_TO_C|IN_TRANSIT_TO_C|Truck:1,SUPPLYING|POINT_C|Truck:-,EMPTY_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,2,,,
39450,28,TRUCK_ARRIVED,IDLE_AT_C|POINT_C|Tank:-,IDLE_AT_C|POINT_C|Tank:-,WAITING_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,EMPTY_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,2,1,,1
39450,28,TRUCK_RETURN_DEPARTED,IDLE_AT_C|POINT_C|Tank:-,DRIVING_TO_A|IN_TRANSIT_TO_A|Tank:3,WAITING_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,IN_TRANSIT_TO_A|IN_TRANSIT_TO_A|Truck:2,SUPPLYING|POINT_C|Truck:-,2,1,,1
39510,28,TANK_EMPTY,IDLE_AT_C|POINT_C|Tank:-,DRIVING_TO_A|IN_TRANSIT_TO_A|Tank:3,WAITING_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,IN_TRANSIT_TO_A|IN_TRANSIT_TO_A|Truck:2,EMPTY_AT_C|POINT_C|Truck:-,2,1,,
39510,28,TRUCK_RETURN_DEPARTED,DRIVING_TO_A|IN_TRANSIT_TO_A|Tank:4,DRIVING_TO_A|IN_TRANSIT_TO_A|Tank:3,WAITING_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,IN_TRANSIT_TO_A|IN_TRANSIT_TO_A|Truck:2,IN_TRANSIT_TO_A|IN_TRANSIT_TO_A|Truck:1,2,1,,
39540,28,TRUCK_RETURN_ARRIVED,DRIVING_TO_A|IN_TRANSIT_TO_A|Tank:4,IDLE_AT_A|POINT_A|Tank:-,WAITING_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,EMPTY_AT_A|POINT_A|Truck:-,IN_TRANSIT_TO_A|IN_TRANSIT_TO_A|Truck:1,2,1,2,
39540,28,TANK_FILL_STARTED,DRIVING_TO_A|IN_TRANSIT_TO_A|Tank:4,IDLE_AT_A|POINT_A|Tank:-,WAITING_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,FILLING|POINT_A|Truck:-,IN_TRANSIT_TO_A|IN_TRANSIT_TO_A|Truck:1,2,1,2,
39600,28,TRUCK_RETURN_ARRIVED,IDLE_AT_A|POINT_A|Tank:-,IDLE_AT_A|POINT_A|Tank:-,WAITING_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,FILLING|POINT_A|Truck:-,EMPTY_AT_A|POINT_A|Truck:-,2,1,"2,1",
39600,28,TANK_FILL_STARTED,IDLE_AT_A|POINT_A|Tank:-,IDLE_AT_A|POINT_A|Tank:-,WAITING_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,FILLING|POINT_A|Truck:-,FILLING|POINT_A|Truck:-,2,1,"2,1",
39660,28,TANK_FILL_COMPLETED,IDLE_AT_A|POINT_A|Tank:-,IDLE_AT_A|POINT_A|Tank:-,WAITING_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,READY_AT_A|POINT_A|Truck:-,FILLING|POINT_A|Truck:-,2,1,"2,1",
39720,28,TANK_FILL_COMPLETED,IDLE_AT_A|POINT_A|Tank:-,IDLE_AT_A|POINT_A|Tank:-,WAITING_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,READY_AT_A|POINT_A|Truck:-,READY_AT_A|POINT_A|Truck:-,2,1,"2,1",
39870,28,SUPPLY_STARTED,IDLE_AT_A|POINT_A|Tank:-,IDLE_AT_A|POINT_A|Tank:-,SUPPLYING|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,READY_AT_A|POINT_A|Truck:-,READY_AT_A|POINT_A|Truck:-,1,,"2,1",
39930,28,TANK_EMPTY,IDLE_AT_A|POINT_A|Tank:-,IDLE_AT_A|POINT_A|Tank:-,SUPPLYING|POINT_C|Truck:-,EMPTY_AT_C|POINT_C|Truck:-,READY_AT_A|POINT_A|Truck:-,READY_AT_A|POINT_A|Truck:-,1,,"2,1",
40320,29,WORKDAY_STARTED,IDLE_AT_A|POINT_A|Tank:-,IDLE_AT_A|POINT_A|Tank:-,SUPPLYING|POINT_C|Truck:-,EMPTY_AT_C|POINT_C|Truck:-,READY_AT_A|POINT_A|Truck:-,READY_AT_A|POINT_A|Truck:-,1,,,
40320,29,TRUCK_DEPARTED,IDLE_AT_A|POINT_A|Tank:-,DRIVING_TO_C|IN_TRANSIT_TO_C|Tank:3,SUPPLYING|POINT_C|Truck:-,EMPTY_AT_C|POINT_C|Truck:-,IN_TRANSIT_TO_C|IN_TRANSIT_TO_C|Truck:2,READY_AT_A|POINT_A|Truck:-,1,,,
40320,29,TRUCK_DEPARTED,DRIVING_TO_C|IN_TRANSIT_TO_C|Tank:4,DRIVING_TO_C|IN_TRANSIT_TO_C|Tank:3,SUPPLYING|POINT_C|Truck:-,EMPTY_AT_C|POINT_C|Truck:-,IN_TRANSIT_TO_C|IN_TRANSIT_TO_C|Truck:2,IN_TRANSIT_TO_C|IN_TRANSIT_TO_C|Truck:1,1,,,
40350,29,TANK_EMPTY,DRIVING_TO_C|IN_TRANSIT_TO_C|Tank:4,DRIVING_TO_C|IN_TRANSIT_TO_C|Tank:3,EMPTY_AT_C|POINT_C|Truck:-,EMPTY_AT_C|POINT_C|Truck:-,IN_TRANSIT_TO_C|IN_TRANSIT_TO_C|Truck:2,IN_TRANSIT_TO_C|IN_TRANSIT_TO_C|Truck:1,,,,
40410,29,TRUCK_ARRIVED,DRIVING_TO_C|IN_TRANSIT_TO_C|Tank:4,IDLE_AT_C|POINT_C|Tank:-,EMPTY_AT_C|POINT_C|Truck:-,EMPTY_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,IN_TRANSIT_TO_C|IN_TRANSIT_TO_C|Truck:1,3,,,
40410,29,TRUCK_ARRIVED,IDLE_AT_C|POINT_C|Tank:-,IDLE_AT_C|POINT_C|Tank:-,EMPTY_AT_C|POINT_C|Truck:-,EMPTY_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,3,4,,
40410,29,TRUCK_RETURN_DEPARTED,IDLE_AT_C|POINT_C|Tank:-,DRIVING_TO_A|IN_TRANSIT_TO_A|Tank:2,EMPTY_AT_C|POINT_C|Truck:-,IN_TRANSIT_TO_A|IN_TRANSIT_TO_A|Truck:2,SUPPLYING|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,3,4,,
40410,29,TRUCK_RETURN_DEPARTED,DRIVING_TO_A|IN_TRANSIT_TO_A|Tank:1,DRIVING_TO_A|IN_TRANSIT_TO_A|Tank:2,IN_TRANSIT_TO_A|IN_TRANSIT_TO_A|Truck:1,IN_TRANSIT_TO_A|IN_TRANSIT_TO_A|Truck:2,SUPPLYING|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,3,4,,
40500,29,TRUCK_RETURN_ARRIVED,DRIVING_TO_A|IN_TRANSIT_TO_A|Tank:1,IDLE_AT_A|POINT_A|Tank:-,IN_TRANSIT_TO_A|IN_TRANSIT_TO_A|Truck:1,EMPTY_AT_A|POINT_A|Truck:-,SUPPLYING|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,3,4,2,
40500,29,TRUCK_RETURN_ARRIVED,IDLE_AT_A|POINT_A|Tank:-,IDLE_AT_A|POINT_A|Tank:-,EMPTY_AT_A|POINT_A|Truck:-,EMPTY_AT_A|POINT_A|Truck:-,SUPPLYING|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,3,4,"2,1",
40500,29,TANK_FILL_STARTED,IDLE_AT_A|POINT_A|Tank:-,IDLE_AT_A|POINT_A|Tank:-,EMPTY_AT_A|POINT_A|Truck:-,FILLING|POINT_A|Truck:-,SUPPLYING|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,3,4,"2,1",
40500,29,TANK_FILL_STARTED,IDLE_AT_A|POINT_A|Tank:-,IDLE_AT_A|POINT_A|Tank:-,FILLING|POINT_A|Truck:-,FILLING|POINT_A|Truck:-,SUPPLYING|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,3,4,"2,1",
40620,29,TANK_FILL_COMPLETED,IDLE_AT_A|POINT_A|Tank:-,IDLE_AT_A|POINT_A|Tank:-,FILLING|POINT_A|Truck:-,READY_AT_A|POINT_A|Truck:-,SUPPLYING|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,3,4,"2,1",
40620,29,TANK_FILL_COMPLETED,IDLE_AT_A|POINT_A|Tank:-,IDLE_AT_A|POINT_A|Tank:-,READY_AT_A|POINT_A|Truck:-,READY_AT_A|POINT_A|Truck:-,SUPPLYING|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,3,4,"2,1",
40740,29,DISPATCH_READY,IDLE_AT_A|POINT_A|Tank:-,IDLE_AT_A|POINT_A|Tank:-,READY_AT_A|POINT_A|Truck:-,READY_AT_A|POINT_A|Truck:-,SUPPLYING|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,3,4,,
40740,29,TRUCK_DEPARTED,IDLE_AT_A|POINT_A|Tank:-,DRIVING_TO_C|IN_TRANSIT_TO_C|Tank:2,READY_AT_A|POINT_A|Truck:-,IN_TRANSIT_TO_C|IN_TRANSIT_TO_C|Truck:2,SUPPLYING|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,3,4,,
40740,29,TRUCK_DEPARTED,DRIVING_TO_C|IN_TRANSIT_TO_C|Tank:1,DRIVING_TO_C|IN_TRANSIT_TO_C|Tank:2,IN_TRANSIT_TO_C|IN_TRANSIT_TO_C|Truck:1,IN_TRANSIT_TO_C|IN_TRANSIT_TO_C|Truck:2,SUPPLYING|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,3,4,,
40830,29,SUPPLY_STARTED,DRIVING_TO_C|IN_TRANSIT_TO_C|Tank:1,DRIVING_TO_C|IN_TRANSIT_TO_C|Tank:2,IN_TRANSIT_TO_C|IN_TRANSIT_TO_C|Truck:1,IN_TRANSIT_TO_C|IN_TRANSIT_TO_C|Truck:2,SUPPLYING|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,4,,,
40830,29,TRUCK_ARRIVED,DRIVING_TO_C|IN_TRANSIT_TO_C|Tank:1,IDLE_AT_C|POINT_C|Tank:-,IN_TRANSIT_TO_C|IN_TRANSIT_TO_C|Truck:1,WAITING_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,4,2,,2
40830,29,TRUCK_ARRIVED,IDLE_AT_C|POINT_C|Tank:-,IDLE_AT_C|POINT_C|Tank:-,WAITING_AT_C|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,4,"2,1",,"2,1"
40890,29,TANK_EMPTY,IDLE_AT_C|POINT_C|Tank:-,IDLE_AT_C|POINT_C|Tank:-,WAITING_AT_C|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,EMPTY_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,4,"2,1",,1
40890,29,TRUCK_RETURN_DEPARTED,IDLE_AT_C|POINT_C|Tank:-,DRIVING_TO_A|IN_TRANSIT_TO_A|Tank:3,WAITING_AT_C|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,IN_TRANSIT_TO_A|IN_TRANSIT_TO_A|Truck:2,SUPPLYING|POINT_C|Truck:-,4,"2,1",,1
40980,29,TRUCK_RETURN_ARRIVED,IDLE_AT_C|POINT_C|Tank:-,IDLE_AT_A|POINT_A|Tank:-,WAITING_AT_C|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,EMPTY_AT_A|POINT_A|Truck:-,SUPPLYING|POINT_C|Truck:-,4,"2,1",2,1
40980,29,TANK_FILL_STARTED,IDLE_AT_C|POINT_C|Tank:-,IDLE_AT_A|POINT_A|Tank:-,WAITING_AT_C|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,FILLING|POINT_A|Truck:-,SUPPLYING|POINT_C|Truck:-,4,"2,1",2,1
41100,29,TANK_FILL_COMPLETED,IDLE_AT_C|POINT_C|Tank:-,IDLE_AT_A|POINT_A|Tank:-,WAITING_AT_C|POINT_C|Truck:-,WAITING_AT_C|POINT_C|Truck:-,READY_AT_A|POINT_A|Truck:-,SUPPLYING|POINT_C|Truck:-,4,"2,1",2,1
41250,29,SUPPLY_STARTED,IDLE_AT_C|POINT_C|Tank:-,IDLE_AT_A|POINT_A|Tank:-,WAITING_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,READY_AT_A|POINT_A|Truck:-,SUPPLYING|POINT_C|Truck:-,2,1,2,1
41310,29,TANK_EMPTY,IDLE_AT_C|POINT_C|Tank:-,IDLE_AT_A|POINT_A|Tank:-,WAITING_AT_C|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,READY_AT_A|POINT_A|Truck:-,EMPTY_AT_C|POINT_C|Truck:-,2,1,2,1
41670,30,SUPPLY_STARTED,IDLE_AT_C|POINT_C|Tank:-,IDLE_AT_A|POINT_A|Tank:-,SUPPLYING|POINT_C|Truck:-,SUPPLYING|POINT_C|Truck:-,READY_AT_A|POINT_A|Truck:-,EMPTY_AT_C|POINT_C|Truck:-,1,,2,1
41730,30,TANK_EMPTY,IDLE_AT_C|POINT_C|Tank:-,IDLE_AT_A|POINT_A|Tank:-,SUPPLYING|POINT_C|Truck:-,EMPTY_AT_C|POINT_C|Truck:-,READY_AT_A|POINT_A|Truck:-,EMPTY_AT_C|POINT_C|Truck:-,1,,2,1
41760,30,WORKDAY_STARTED,IDLE_AT_C|POINT_C|Tank:-,IDLE_AT_A|POINT_A|Tank:-,SUPPLYING|POINT_C|Truck:-,EMPTY_AT_C|POINT_C|Truck:-,READY_AT_A|POINT_A|Truck:-,EMPTY_AT_C|POINT_C|Truck:-,1,,2,
41760,30,TRUCK_RETURN_DEPARTED,DRIVING_TO_A|IN_TRANSIT_TO_A|Tank:4,IDLE_AT_A|POINT_A|Tank:-,SUPPLYING|POINT_C|Truck:-,EMPTY_AT_C|POINT_C|Truck:-,READY_AT_A|POINT_A|Truck:-,IN_TRANSIT_TO_A|IN_TRANSIT_TO_A|Truck:1,1,,2,
41850,30,TRUCK_RETURN_ARRIVED,IDLE_AT_A|POINT_A|Tank:-,IDLE_AT_A|POINT_A|Tank:-,SUPPLYING|POINT_C|Truck:-,EMPTY_AT_C|POINT_C|Truck:-,READY_AT_A|POINT_A|Truck:-,EMPTY_AT_A|POINT_A|Truck:-,1,,"2,1",
41850,30,TANK_FILL_STARTED,IDLE_AT_A|POINT_A|Tank:-,IDLE_AT_A|POINT_A|Tank:-,SUPPLYING|POINT_C|Truck:-,EMPTY_AT_C|POINT_C|Truck:-,READY_AT_A|POINT_A|Truck:-,FILLING|POINT_A|Truck:-,1,,"2,1",
41970,30,TANK_FILL_COMPLETED,IDLE_AT_A|POINT_A|Tank:-,IDLE_AT_A|POINT_A|Tank:-,SUPPLYING|POINT_C|Truck:-,EMPTY_AT_C|POINT_C|Truck:-,READY_AT_A|POINT_A|Truck:-,READY_AT_A|POINT_A|Truck:-,1,,"2,1",
