Time,Day,Event,Truck,Tank,Truck State,Tank State,Truck Location,Tank Location
27360,20,TRUCK_RETURN_DEPARTED,4,3,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
27465,20,TRUCK_RETURN_ARRIVED,3,2,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
27465,20,TRUCK_RETURN_ARRIVED,4,3,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
27465,20,TANK_FILL_STARTED,,2,,FILLING,,POINT_A
27465,20,TANK_FILL_STARTED,,3,,FILLING,,POINT_A
27525,20,SUPPLY_STARTED,,5,,SUPPLYING,,POINT_C
27585,20,TANK_EMPTY,,4,,EMPTY_AT_C,,POINT_C
27585,20,TANK_FILL_COMPLETED,,2,,READY_AT_A,,POINT_A
27585,20,TANK_FILL_COMPLETED,,3,,READY_AT_A,,POINT_A
27585,20,TRUCK_RETURN_DEPARTED,5,4,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
27690,20,TRUCK_RETURN_ARRIVED,5,4,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
27690,20,TANK_FILL_STARTED,,4,,FILLING,,POINT_A
27810,20,TANK_FILL_COMPLETED,,4,,READY_AT_A,,POINT_A
27840,20,DISPATCH_READY,,,,,,
27840,20,TRUCK_DEPARTED,3,2,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
27840,20,TRUCK_DEPARTED,4,3,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
27840,20,TRUCK_DEPARTED,5,4,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
27945,20,SUPPLY_STARTED,,1,,SUPPLYING,,POINT_C
27945,20,TRUCK_ARRIVED,3,2,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
27945,20,TRUCK_ARRIVED,4,3,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
27945,20,TRUCK_ARRIVED,5,4,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
28005,20,TANK_EMPTY,,5,,EMPTY_AT_C,,POINT_C
28005,20,TRUCK_RETURN_DEPARTED,1,5,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
28110,20,TRUCK_RETURN_ARRIVED,1,5,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
28110,20,TANK_FILL_STARTED,,5,,FILLING,,POINT_A
28230,20,TANK_FILL_COMPLETED,,5,,READY_AT_A,,POINT_A
