Time,Day,Event,Truck,Tank,Truck State,Tank State,Truck Location,Tank Location
28365,20,SUPPLY_STARTED,,6,,SUPPLYING,,POINT_C
28425,20,TANK_EMPTY,,1,,EMPTY_AT_C,,POINT_C
28785,21,SUPPLY_STARTED,,2,,SUPPLYING,,POINT_C
28800,21,WORKDAY_STARTED,,,,,,
28800,21,TRUCK_RETURN_DEPARTED,2,1,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
28845,21,TANK_EMPTY,,6,,EMPTY_AT_C,,POINT_C
28845,21,TRUCK_RETURN_DEPARTED,3,6,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
28905,21,TRUCK_RETURN_ARRIVED,2,1,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
28905,21,TANK_FILL_STARTED,,1,,FILLING,,POINT_A
28950,21,TRUCK_RETURN_ARRIVED,3,6,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
28950,21,TANK_FILL_STARTED,,6,,FILLING,,POINT_A
29025,21,TANK_FILL_COMPLETED,,1,,READY_AT_A,,POINT_A
29070,21,TANK_FILL_COMPLETED,,6,,READY_AT_A,,POINT_A
29100,21,DISPATCH_READY,,,,,,
29100,21,TRUCK_DEPARTED,1,5,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
29100,21,TRUCK_DEPARTED,2,1,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
29100,21,TRUCK_DEPARTED,3,6,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
29205,21,SUPPLY_STARTED,,3,,SUPPLYING,,POINT_C
29205,21,TRUCK_ARRIVED,1,5,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
29205,21,TRUCK_ARRIVED,2,1,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
29205,21,TRUCK_ARRIVED,3,6,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
29265,21,TANK_EMPTY,,2,,EMPTY_AT_C,,POINT_C
29265,21,TRUCK_RETURN_DEPARTED,4,2,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
29370,21,TRUCK_RETURN_ARRIVED,4,2,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
29370,21,TANK_FILL_STARTED,,2,,FILLING,,POINT_A
29490,21,TANK_FILL_COMPLETED,,2,,READY_AT_A,,POINT_A
29625,21,SUPPLY_STARTED,,4,,SUPPLYING,,POINT_C
29685,21,TANK_EMPTY,,3,,EMPTY_AT_C,,POINT_C
30045,22,SUPPLY_STARTED,,5,,SUPPLYING,,POINT_C
30105,22,TANK_EMPTY,,4,,EMPTY_AT_C,,POINT_C
30240,22,DISPATCH_READY,,,,,,
30240,22,WORKDAY_STARTED,,,,,,
30240,22,TRUCK_RETURN_DEPARTED,5,3,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
30240,22,TRUCK_RETURN_DEPARTED,1,4,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
30345,22,TRUCK_RETURN_ARRIVED,5,3,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
30345,22,TRUCK_RETURN_ARRIVED,1,4,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
30345,22,TANK_FILL_STARTED,,3,,FILLING,,POINT_A
30345,22,TANK_FILL_STARTED,,4,,FILLING,,POINT_A
30360,22,DISPATCH_READY,,,,,,
30360,22,TRUCK_DEPARTED,4,2,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
30465,22,SUPPLY_STARTED,,1,,SUPPLYING,,POINT_C
30465,22,TANK_FILL_COMPLETED,,3,,READY_AT_A,,POINT_A
30465,22,TANK_FILL_COMPLETED,,4,,READY_AT_A,,POINT_A
30465,22,TRUCK_ARRIVED,4,2,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
30525,22,TANK_EMPTY,,5,,EMPTY_AT_C,,POINT_C
30525,22,TRUCK_RETURN_DEPARTED,2,5,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
30630,22,TRUCK_RETURN_ARRIVED,2,5,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
30630,22,TANK_FILL_STARTED,,5,,FILLING,,POINT_A
30750,22,TANK_FILL_COMPLETED,,5,,READY_AT_A,,POINT_A
30780,22,DISPATCH_READY,,,,,,
30780,22,TRUCK_DEPARTED,5,3,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
30780,22,TRUCK_DEPARTED,1,4,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
30780,22,TRUCK_DEPARTED,2,5,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
30885,22,SUPPLY_STARTED,,6,,SUPPLYING,,POINT_C
30885,22,TRUCK_ARRIVED,5,3,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
30885,22,TRUCK_ARRIVED,1,4,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
30885,22,TRUCK_ARRIVED,2,5,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
30945,22,TANK_EMPTY,,1,,EMPTY_AT_C,,POINT_C
30945,22,TRUCK_RETURN_DEPARTED,3,1,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
31050,22,TRUCK_RETURN_ARRIVED,3,1,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
31050,22,TANK_FILL_STARTED,,1,,FILLING,,POINT_A
31170,22,TANK_FILL_COMPLETED,,1,,READY_AT_A,,POINT_A
31305,22,SUPPLY_STARTED,,2,,SUPPLYING,,POINT_C
31365,23,TANK_EMPTY,,6,,EMPTY_AT_C,,POINT_C
31680,23,WORKDAY_STARTED,,,,,,
31680,23,TRUCK_DEPARTED,3,1,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
31680,23,TRUCK_RETURN_DEPARTED,4,6,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
31725,23,SUPPLY_STARTED,,3,,SUPPLYING,,POINT_C
31785,23,TANK_EMPTY,,2,,EMPTY_AT_C,,POINT_C
31785,23,TRUCK_ARRIVED,3,1,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
31785,23,TRUCK_RETURN_ARRIVED,4,6,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
31785,23,TRUCK_RETURN_DEPARTED,5,2,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
31785,23,TANK_FILL_STARTED,,6,,FILLING,,POINT_A
31890,23,TRUCK_RETURN_ARRIVED,5,2,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
31890,23,TANK_FILL_STARTED,,2,,FILLING,,POINT_A
31905,23,TANK_FILL_COMPLETED,,6,,READY_AT_A,,POINT_A
32010,23,TANK_FILL_COMPLETED,,2,,READY_AT_A,,POINT_A
32040,23,DISPATCH_READY,,,,,,
32040,23,TRUCK_DEPARTED,4,6,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
32040,23,TRUCK_DEPARTED,5,2,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
32145,23,SUPPLY_STARTED,,4,,SUPPLYING,,POINT_C
32145,23,TRUCK_ARRIVED,4,6,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
32145,23,TRUCK_ARRIVED,5,2,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
32205,23,TANK_EMPTY,,3,,EMPTY_AT_C,,POINT_C
32205,23,TRUCK_RETURN_DEPARTED,1,3,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
32310,23,TRUCK_RETURN_ARRIVED,1,3,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
32310,23,TANK_FILL_STARTED,,3,,FILLING,,POINT_A
32430,23,TANK_FILL_COMPLETED,,3,,READY_AT_A,,POINT_A
32565,23,SUPPLY_STARTED,,5,,SUPPLYING,,POINT_C
32625,23,TANK_EMPTY,,4,,EMPTY_AT_C,,POINT_C
32985,24,SUPPLY_STARTED,,1,,SUPPLYING,,POINT_C
33045,24,TANK_EMPTY,,5,,EMPTY_AT_C,,POINT_C
33120,24,WORKDAY_STARTED,,,,,,
33120,24,TRUCK_RETURN_DEPARTED,2,4,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
33120,24,TRUCK_RETURN_DEPARTED,3,5,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
33225,24,TRUCK_RETURN_ARRIVED,2,4,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
33225,24,TRUCK_RETURN_ARRIVED,3,5,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
33225,24,TANK_FILL_STARTED,,4,,FILLING,,POINT_A
33225,24,TANK_FILL_STARTED,,5,,FILLING,,POINT_A
33300,24,DISPATCH_READY,,,,,,
33300,24,TRUCK_DEPARTED,1,3,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
33345,24,TANK_FILL_COMPLETED,,4,,READY_AT_A,,POINT_A
33345,24,TANK_FILL_COMPLETED,,5,,READY_AT_A,,POINT_A
33345,24,TRUCK_DEPARTED,2,4,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
33345,24,TRUCK_DEPARTED,3,5,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
33405,24,SUPPLY_STARTED,,6,,SUPPLYING,,POINT_C
33405,24,TRUCK_ARRIVED,1,3,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
33450,24,TRUCK_ARRIVED,2,4,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
33450,24,TRUCK_ARRIVED,3,5,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
33465,24,TANK_EMPTY,,1,,EMPTY_AT_C,,POINT_C
33465,24,TRUCK_RETURN_DEPARTED,4,1,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
33570,24,TRUCK_RETURN_ARRIVED,4,1,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
33570,24,TANK_FILL_STARTED,,1,,FILLING,,POINT_A
33690,24,TANK_FILL_COMPLETED,,1,,READY_AT_A,,POINT_A
33720,24,DISPATCH_READY,,,,,,
33720,24,TRUCK_DEPARTED,4,1,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
33825,24,SUPPLY_STARTED,,2,,SUPPLYING,,POINT_C
33825,24,TRUCK_ARRIVED,4,1,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
33885,24,TANK_EMPTY,,6,,EMPTY_AT_C,,POINT_C
34245,25,SUPPLY_STARTED,,3,,SUPPLYING,,POINT_C
34305,25,TANK_EMPTY,,2,,EMPTY_AT_C,,POINT_C
34560,25,WORKDAY_STARTED,,,,,,
34560,25,TRUCK_RETURN_DEPARTED,5,6,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
34560,25,TRUCK_RETURN_DEPARTED,1,2,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
34665,25,SUPPLY_STARTED,,4,,SUPPLYING,,POINT_C
34665,25,TRUCK_RETURN_ARRIVED,5,6,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
34665,25,TRUCK_RETURN_ARRIVED,1,2,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
34665,25,TANK_FILL_STARTED,,6,,FILLING,,POINT_A
34665,25,TANK_FILL_STARTED,,2,,FILLING,,POINT_A
34725,25,TANK_EMPTY,,3,,EMPTY_AT_C,,POINT_C
34725,25,TRUCK_RETURN_DEPARTED,2,3,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
34785,25,TANK_FILL_COMPLETED,,6,,READY_AT_A,,POINT_A
34785,25,TANK_FILL_COMPLETED,,2,,READY_AT_A,,POINT_A
34830,25,TRUCK_RETURN_ARRIVED,2,3,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
34830,25,TANK_FILL_STARTED,,3,,FILLING,,POINT_A
34950,25,TANK_FILL_COMPLETED,,3,,READY_AT_A,,POINT_A
34980,25,DISPATCH_READY,,,,,,
34980,25,TRUCK_DEPARTED,5,6,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
34980,25,TRUCK_DEPARTED,1,2,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
34980,25,TRUCK_DEPARTED,2,3,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
35085,25,SUPPLY_STARTED,,5,,SUPPLYING,,POINT_C
35085,25,TRUCK_ARRIVED,5,6,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
35085,25,TRUCK_ARRIVED,1,2,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
35085,25,TRUCK_ARRIVED,2,3,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
35145,25,TANK_EMPTY,,4,,EMPTY_AT_C,,POINT_C
35145,25,TRUCK_RETURN_DEPARTED,3,4,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
35250,25,TRUCK_RETURN_ARRIVED,3,4,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
35250,25,TANK_FILL_STARTED,,4,,FILLING,,POINT_A
35370,25,TANK_FILL_COMPLETED,,4,,READY_AT_A,,POINT_A
35505,25,SUPPLY_STARTED,,1,,SUPPLYING,,POINT_C
35565,25,TANK_EMPTY,,5,,EMPTY_AT_C,,POINT_C
35925,26,SUPPLY_STARTED,,6,,SUPPLYING,,POINT_C
35985,26,TANK_EMPTY,,1,,EMPTY_AT_C,,POINT_C
36000,26,WORKDAY_STARTED,,,,,,
36000,26,TRUCK_RETURN_DEPARTED,4,5,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
36000,26,TRUCK_RETURN_DEPARTED,5,1,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
36105,26,TRUCK_RETURN_ARRIVED,4,5,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
36105,26,TRUCK_RETURN_ARRIVED,5,1,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
36105,26,TANK_FILL_STARTED,,5,,FILLING,,POINT_A
36105,26,TANK_FILL_STARTED,,1,,FILLING,,POINT_A
36225,26,TANK_FILL_COMPLETED,,5,,READY_AT_A,,POINT_A
36225,26,TANK_FILL_COMPLETED,,1,,READY_AT_A,,POINT_A
36240,26,DISPATCH_READY,,,,,,
36240,26,TRUCK_DEPARTED,3,4,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
36240,26,TRUCK_DEPARTED,4,5,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
36240,26,TRUCK_DEPARTED,5,1,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
36345,26,SUPPLY_STARTED,,2,,SUPPLYING,,POINT_C
36345,26,TRUCK_ARRIVED,3,4,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
36345,26,TRUCK_ARRIVED,4,5,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
36345,26,TRUCK_ARRIVED,5,1,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
36405,26,TANK_EMPTY,,6,,EMPTY_AT_C,,POINT_C
36405,26,TRUCK_RETURN_DEPARTED,1,6,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
36510,26,TRUCK_RETURN_ARRIVED,1,6,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
36510,26,TANK_FILL_STARTED,,6,,FILLING,,POINT_A
36630,26,TANK_FILL_COMPLETED,,6,,READY_AT_A,,POINT_A
36660,26,DISPATCH_READY,,,,,,
36660,26,TRUCK_DEPARTED,1,6,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
36765,26,SUPPLY_STARTED,,3,,SUPPLYING,,POINT_C
36765,26,TRUCK_ARRIVED,1,6,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
36825,26,TANK_EMPTY,,2,,EMPTY_AT_C,,POINT_C
37185,27,SUPPLY_STARTED,,4,,SUPPLYING,,POINT_C
37245,27,TANK_EMPTY,,3,,EMPTY_AT_C,,POINT_C
37440,27,WORKDAY_STARTED,,,,,,
37440,27,TRUCK_RETURN_DEPARTED,2,2,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
37440,27,TRUCK_RETURN_DEPARTED,3,3,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
37545,27,TRUCK_RETURN_ARRIVED,2,2,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
37545,27,TRUCK_RETURN_ARRIVED,3,3,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
37545,27,TANK_FILL_STARTED,,2,,FILLING,,POINT_A
37545,27,TANK_FILL_STARTED,,3,,FILLING,,POINT_A
37605,27,SUPPLY_STARTED,,5,,SUPPLYING,,POINT_C
37665,27,TANK_EMPTY,,4,,EMPTY_AT_C,,POINT_C
37665,27,TANK_FILL_COMPLETED,,2,,READY_AT_A,,POINT_A
37665,27,TANK_FILL_COMPLETED,,3,,READY_AT_A,,POINT_A
37665,27,TRUCK_RETURN_DEPARTED,4,4,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
37770,27,TRUCK_RETURN_ARRIVED,4,4,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
37770,27,TANK_FILL_STARTED,,4,,FILLING,,POINT_A
37890,27,TANK_FILL_COMPLETED,,4,,READY_AT_A,,POINT_A
37920,27,DISPATCH_READY,,,,,,
37920,27,TRUCK_DEPARTED,2,2,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
37920,27,TRUCK_DEPARTED,3,3,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
37920,27,TRUCK_DEPARTED,4,4,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
38025,27,SUPPLY_STARTED,,1,,SUPPLYING,,POINT_C
38025,27,TRUCK_ARRIVED,2,2,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
38025,27,TRUCK_ARRIVED,3,3,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
38025,27,TRUCK_ARRIVED,4,4,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
38085,27,TANK_EMPTY,,5,,EMPTY_AT_C,,POINT_C
38085,27,TRUCK_RETURN_DEPARTED,5,5,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
38190,27,TRUCK_RETURN_ARRIVED,5,5,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
38190,27,TANK_FILL_STARTED,,5,,FILLING,,POINT_A
38310,27,TANK_FILL_COMPLETED,,5,,READY_AT_A,,POINT_A
38445,27,SUPPLY_STARTED,,6,,SUPPLYING,,POINT_C
38505,27,TANK_EMPTY,,1,,EMPTY_AT_C,,POINT_C
38865,28,SUPPLY_STARTED,,2,,SUPPLYING,,POINT_C
38880,28,WORKDAY_STARTED,,,,,,
38880,28,TRUCK_RETURN_DEPARTED,1,1,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
38925,28,TANK_EMPTY,,6,,EMPTY_AT_C,,POINT_C
38925,28,TRUCK_RETURN_DEPARTED,2,6,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
38985,28,TRUCK_RETURN_ARRIVED,1,1,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
38985,28,TANK_FILL_STARTED,,1,,FILLING,,POINT_A
39030,28,TRUCK_RETURN_ARRIVED,2,6,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
39030,28,TANK_FILL_STARTED,,6,,FILLING,,POINT_A
39105,28,TANK_FILL_COMPLETED,,1,,READY_AT_A,,POINT_A
39150,28,TANK_FILL_COMPLETED,,6,,READY_AT_A,,POINT_A
39180,28,DISPATCH_READY,,,,,,
39180,28,TRUCK_DEPARTED,5,5,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
39180,28,TRUCK_DEPARTED,1,1,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
39180,28,TRUCK_DEPARTED,2,6,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
39285,28,SUPPLY_STARTED,,3,,SUPPLYING,,POINT_C
39285,28,TRUCK_ARRIVED,5,5,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
39285,28,TRUCK_ARRIVED,1,1,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
39285,28,TRUCK_ARRIVED,2,6,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
39345,28,TANK_EMPTY,,2,,EMPTY_AT_C,,POINT_C
39345,28,TRUCK_RETURN_DEPARTED,3,2,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
39450,28,TRUCK_RETURN_ARRIVED,3,2,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
39450,28,TANK_FILL_STARTED,,2,,FILLING,,POINT_A
39570,28,TANK_FILL_COMPLETED,,2,,READY_AT_A,,POINT_A
39705,28,SUPPLY_STARTED,,4,,SUPPLYING,,POINT_C
39765,28,TANK_EMPTY,,3,,EMPTY_AT_C,,POINT_C
40125,29,SUPPLY_STARTED,,5,,SUPPLYING,,POINT_C
40185,29,TANK_EMPTY,,4,,EMPTY_AT_C,,POINT_C
40320,29,DISPATCH_READY,,,,,,
40320,29,WORKDAY_STARTED,,,,,,
40320,29,TRUCK_RETURN_DEPARTED,4,3,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
40320,29,TRUCK_RETURN_DEPARTED,5,4,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
40425,29,TRUCK_RETURN_ARRIVED,4,3,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
40425,29,TRUCK_RETURN_ARRIVED,5,4,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
40425,29,TANK_FILL_STARTED,,3,,FILLING,,POINT_A
40425,29,TANK_FILL_STARTED,,4,,FILLING,,POINT_A
40440,29,DISPATCH_READY,,,,,,
40440,29,TRUCK_DEPARTED,3,2,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
40545,29,SUPPLY_STARTED,,1,,SUPPLYING,,POINT_C
40545,29,TANK_FILL_COMPLETED,,3,,READY_AT_A,,POINT_A
40545,29,TANK_FILL_COMPLETED,,4,,READY_AT_A,,POINT_A
40545,29,TRUCK_ARRIVED,3,2,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
40605,29,TANK_EMPTY,,5,,EMPTY_AT_C,,POINT_C
40605,29,TRUCK_RETURN_DEPARTED,1,5,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
40710,29,TRUCK_RETURN_ARRIVED,1,5,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
40710,29,TANK_FILL_STARTED,,5,,FILLING,,POINT_A
40830,29,TANK_FILL_COMPLETED,,5,,READY_AT_A,,POINT_A
40860,29,DISPATCH_READY,,,,,,
40860,29,TRUCK_DEPARTED,4,3,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
40860,29,TRUCK_DEPARTED,5,4,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
40860,29,TRUCK_DEPARTED,1,5,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
40965,29,SUPPLY_STARTED,,6,,SUPPLYING,,POINT_C
40965,29,TRUCK_ARRIVED,4,3,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
40965,29,TRUCK_ARRIVED,5,4,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
40965,29,TRUCK_ARRIVED,1,5,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
41025,29,TANK_EMPTY,,1,,EMPTY_AT_C,,POINT_C
41025,29,TRUCK_RETURN_DEPARTED,2,1,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
41130,29,TRUCK_RETURN_ARRIVED,2,1,IDLE_AT_A,EMPTY_AT_A,POINT_A,POINT_A
41130,29,TANK_FILL_STARTED,,1,,FILLING,,POINT_A
41250,29,TANK_FILL_COMPLETED,,1,,READY_AT_A,,POINT_A
41385,29,SUPPLY_STARTED,,2,,SUPPLYING,,POINT_C
41445,30,TANK_EMPTY,,6,,EMPTY_AT_C,,POINT_C
41760,30,WORKDAY_STARTED,,,,,,
41760,30,TRUCK_DEPARTED,2,1,DRIVING_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C,IN_TRANSIT_TO_C
41760,30,TRUCK_RETURN_DEPARTED,3,6,DRIVING_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A,IN_TRANSIT_TO_A
41805,30,SUPPLY_STARTED,,3,,SUPPLYING,,POINT_C
41865,30,TANK_EMPTY,,2,,EMPTY_AT_C,,POINT_C
41865,30,TRUCK_ARRIVED,2,1,IDLE_AT_C,WAITING_AT_C,POINT_C,POINT_C
